# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
2818 3.7278345228e-12 4.8004943840e-17 1.1824664259e-17
2819 3.7095429378e-12 4.7920700868e-17 1.0872926385e-17
2820 3.6914507638e-12 4.7836642129e-17 9.9029656889e-18
2821 3.6735659356e-12 4.7752771926e-17 8.9172905819e-18
2822 3.6558964097e-12 4.7669094573e-17 7.9184166665e-18
2823 3.6384501640e-12 4.7585614397e-17 6.9088667439e-18
2824 3.6212351981e-12 4.7502335733e-17 5.8911708196e-18
2825 3.6042595329e-12 4.7419262930e-17 4.8678661104e-18
2826 3.5875312112e-12 4.7336400346e-17 3.8414970507e-18
2827 3.5710582973e-12 4.7253752351e-17 2.8146152985e-18
2828 3.5548488769e-12 4.7171323324e-17 1.7897797422e-18
2829 3.5389110578e-12 4.7089117659e-17 7.6955650687e-19
2830 3.5232529690e-12 4.7007139756e-17 -2.4348103939e-19
2831 3.5078827615e-12 4.6925394029e-17 -1.2467522790e-18
2832 3.4928086079e-12 4.6843884904e-17 -2.2376693386e-18
2833 3.4780387025e-12 4.6762616814e-17 -3.2136370826e-18
2834 3.4635812613e-12 4.6681594208e-17 -4.1720531066e-18
2835 3.4494445222e-12 4.6600821542e-17 -5.1103077314e-18
2836 3.4356343467e-12 4.6520301850e-17 -6.0260232218e-18
2837 3.4221470127e-12 4.6440032432e-17 -6.9177728058e-18
2838 3.4089763846e-12 4.6360009141e-17 -7.7843653561e-18
2839 3.3961163080e-12 4.6280227816e-17 -8.6246064986e-18
2840 3.3835606096e-12 4.6200684285e-17 -9.4372986096e-18
2841 3.3713030976e-12 4.6121374360e-17 -1.0221240813e-17
2842 3.3593375608e-12 4.6042293842e-17 -1.0975228979e-17
2843 3.3476577697e-12 4.5963438519e-17 -1.1698055717e-17
2844 3.3362574754e-12 4.5884804162e-17 -1.2388510378e-17
2845 3.3251304105e-12 4.5806386533e-17 -1.3045379049e-17
2846 3.3142702885e-12 4.5728181379e-17 -1.3667444549e-17
2847 3.3036708039e-12 4.5650184434e-17 -1.4253486431e-17
2848 3.2933256323e-12 4.5572391417e-17 -1.4802280971e-17
2849 3.2832284304e-12 4.5494798036e-17 -1.5312601176e-17
2850 3.2733728359e-12 4.5417399984e-17 -1.5783216770e-17
2851 3.2637524673e-12 4.5340192941e-17 -1.6212894199e-17
2852 3.2543609243e-12 4.5263172575e-17 -1.6600396626e-17
2853 3.2451917875e-12 4.5186334538e-17 -1.6944483926e-17
2854 3.2362386184e-12 4.5109674471e-17 -1.7243912688e-17
2855 3.2274949595e-12 4.5033188000e-17 -1.7497436204e-17
2856 3.2189543340e-12 4.4956870739e-17 -1.7703804477e-17
2857 3.2106102463e-12 4.4880718287e-17 -1.7861764209e-17
2858 3.2024561814e-12 4.4804726230e-17 -1.7970058803e-17
2859 3.1944856053e-12 4.4728890140e-17 -1.8027428357e-17
2860 3.1866919648e-12 4.4653205579e-17 -1.8032609666e-17
2861 3.1790686876e-12 4.4577668090e-17 -1.7984336214e-17
2862 3.1716091821e-12 4.4502273206e-17 -1.7881338173e-17
2863 3.1643068375e-12 4.4427016446e-17 -1.7722342403e-17
2864 3.1571550238e-12 4.4351893315e-17 -1.7506072445e-17
2865 3.1501470918e-12 4.4276899305e-17 -1.7231248518e-17
2866 3.1432763729e-12 4.4202029894e-17 -1.6896587522e-17
2867 3.1365361793e-12 4.4127280546e-17 -1.6500803029e-17
2868 3.1299198041e-12 4.4052646711e-17 -1.6042605283e-17
2869 3.1234205207e-12 4.3978123829e-17 -1.5520701195e-17
2870 3.1170315834e-12 4.3903707321e-17 -1.4933794344e-17
2871 3.1107462272e-12 4.3829392599e-17 -1.4280584970e-17
2872 3.1045576676e-12 4.3755175058e-17 -1.3559769975e-17
2873 3.0984591008e-12 4.3681050081e-17 -1.2770042917e-17
2874 3.0924437036e-12 4.3607013038e-17 -1.1910094009e-17
2875 3.0865046332e-12 4.3533059284e-17 -1.0978610114e-17
2876 3.0806365419e-12 4.3459185154e-17 -9.9753003665e-18
2877 3.0748401275e-12 4.3385390946e-17 -8.9039787277e-18
2878 3.0691176057e-12 4.3311677956e-17 -7.7694971207e-18
2879 3.0634711982e-12 4.3238047478e-17 -6.5767212470e-18
2880 3.0579031325e-12 4.3164500813e-17 -5.3305305985e-18
2881 3.0524156417e-12 4.3091039263e-17 -4.0358184700e-18
2882 3.0470109649e-12 4.3017664133e-17 -2.6974919707e-18
2883 3.0416913470e-12 4.2944376731e-17 -1.3204720368e-18
2884 3.0364590389e-12 4.2871178369e-17 9.0306556730e-20
2885 3.0313162971e-12 4.2798070360e-17 1.5298951841e-18
2886 3.0262653840e-12 4.2725054021e-17 2.9933313565e-18
2887 3.0213085681e-12 4.2652130671e-17 4.4756387104e-18
2888 3.0164481235e-12 4.2579301633e-17 5.9718269950e-18
2889 3.0116863302e-12 4.2506568233e-17 7.4768920607e-18
2890 3.0070254742e-12 4.2433931799e-17 8.9858158465e-18
2891 3.0024678473e-12 4.2361393662e-17 1.0493566368e-17
2892 2.9980157472e-12 4.2288955157e-17 1.1995097707e-17
2893 2.9936714774e-12 4.2216617619e-17 1.3485349997e-17
2894 2.9894373474e-12 4.2144382390e-17 1.4959249411e-17
2895 2.9853156726e-12 4.2072250813e-17 1.6411708153e-17
2896 2.9813087742e-12 4.2000224232e-17 1.7837624443e-17
2897 2.9774189795e-12 4.1928303997e-17 1.9231882503e-17
2898 2.9736486214e-12 4.1856491459e-17 2.0589352552e-17
2899 2.9700000391e-12 4.1784787973e-17 2.1904890786e-17
2900 2.9664755775e-12 4.1713194897e-17 2.3173339370e-17
2901 2.9630775873e-12 4.1641713590e-17 2.4389526426e-17
2902 2.9598084254e-12 4.1570345416e-17 2.5548266021e-17
2903 2.9566704546e-12 4.1499091742e-17 2.6644358152e-17
2904 2.9536660434e-12 4.1427953936e-17 2.7672588739e-17
2905 2.9507975665e-12 4.1356933370e-17 2.8627729608e-17
2906 2.9480674045e-12 4.1286031420e-17 2.9504538482e-17
2907 2.9454779439e-12 4.1215249463e-17 3.0297758968e-17
2908 2.9430315771e-12 4.1144588881e-17 3.1002120546e-17
2909 2.9407307027e-12 4.1074051057e-17 3.1612338553e-17
2910 2.9385777250e-12 4.1003637378e-17 3.2123114178e-17
2911 2.9365750545e-12 4.0933349234e-17 3.2529134442e-17
2912 2.9347251076e-12 4.0863188018e-17 3.2825072193e-17
2913 2.9330303065e-12 4.0793155124e-17 3.3005586088e-17
2914 2.9314930797e-12 4.0723251953e-17 3.3065320587e-17
2915 2.9301158616e-12 4.0653479904e-17 3.2998905934e-17
2916 2.9288995413e-12 4.0583839960e-17 3.2802832424e-17
2917 2.9278388013e-12 4.0514331409e-17 3.2481083489e-17
2918 2.9269267554e-12 4.0444953113e-17 3.2039530880e-17
2919 2.9261564979e-12 4.0375703929e-17 3.1484062975e-17
2920 2.9255211035e-12 4.0306582711e-17 3.0820584795e-17
2921 2.9250136274e-12 4.0237588309e-17 3.0055018020e-17
2922 2.9246271051e-12 4.0168719569e-17 2.9193301002e-17
2923 2.9243545527e-12 4.0099975331e-17 2.8241388777e-17
2924 2.9241889663e-12 4.0031354435e-17 2.7205253084e-17
2925 2.9241233227e-12 3.9962855712e-17 2.6090882377e-17
2926 2.9241505789e-12 3.9894477994e-17 2.4904281837e-17
2927 2.9242636722e-12 3.9826220105e-17 2.3651473391e-17
2928 2.9244555202e-12 3.9758080866e-17 2.2338495726e-17
2929 2.9247190208e-12 3.9690059096e-17 2.0971404297e-17
2930 2.9250470523e-12 3.9622153608e-17 1.9556271350e-17
2931 2.9254324729e-12 3.9554363210e-17 1.8099185931e-17
2932 2.9258681213e-12 3.9486686708e-17 1.6606253902e-17
2933 2.9263468165e-12 3.9419122903e-17 1.5083597954e-17
2934 2.9268613575e-12 3.9351670593e-17 1.3537357626e-17
2935 2.9274045236e-12 3.9284328570e-17 1.1973689312e-17
2936 2.9279690741e-12 3.9217095623e-17 1.0398766282e-17
2937 2.9285477487e-12 3.9149970537e-17 8.8187786923e-18
2938 2.9291332670e-12 3.9082952093e-17 7.2399336032e-18
2939 2.9297183288e-12 3.9016039067e-17 5.6684549902e-18
2940 2.9302956141e-12 3.8949230232e-17 4.1105837601e-18
2941 2.9308577828e-12 3.8882524357e-17 2.5725777651e-18
2942 2.9313974750e-12 3.8815920206e-17 1.0607118172e-18
2943 2.9319073108e-12 3.8749416539e-17 -4.1872229728e-19
2944 2.9323798904e-12 3.8683012113e-17 -1.8594158037e-18
2945 2.9328077938e-12 3.8616705679e-17 -3.2550429243e-18
2946 2.9331835812e-12 3.8550495986e-17 -4.5992608641e-18
2947 2.9334997928e-12 3.8484381777e-17 -5.8857097963e-18
2948 2.9337489486e-12 3.8418361792e-17 -7.1080128478e-18
2949 2.9339235486e-12 3.8352434767e-17 -8.2597760854e-18
2950 2.9340160728e-12 3.8286599432e-17 -9.3345885005e-18
2951 2.9340189811e-12 3.8220854517e-17 -1.0326021996e-17
2952 2.9339247132e-12 3.8155198742e-17 -1.1227631369e-17
2953 2.9337256888e-12 3.8089630829e-17 -1.2032954302e-17
2954 2.9334143074e-12 3.8024149491e-17 -1.2735511341e-17
2955 2.9329829482e-12 3.7958753439e-17 -1.3328805889e-17
2956 2.9324256559e-12 3.7893442065e-17 -1.3808192971e-17
2957 2.9317432051e-12 3.7828217492e-17 -1.4176495701e-17
2958 2.9309380609e-12 3.7763082539e-17 -1.4438416618e-17
2959 2.9300126955e-12 3.7698040026e-17 -1.4598671437e-17
2960 2.9289695882e-12 3.7633092784e-17 -1.4661989061e-17
2961 2.9278112255e-12 3.7568243650e-17 -1.4633111596e-17
2962 2.9265401012e-12 3.7503495466e-17 -1.4516794354e-17
2963 2.9251587162e-12 3.7438851084e-17 -1.4317805874e-17
2964 2.9236695787e-12 3.7374313361e-17 -1.4040927924e-17
2965 2.9220752040e-12 3.7309885162e-17 -1.3690955519e-17
2966 2.9203781146e-12 3.7245569358e-17 -1.3272696931e-17
2967 2.9185808404e-12 3.7181368827e-17 -1.2790973698e-17
2968 2.9166859184e-12 3.7117286456e-17 -1.2250620635e-17
2969 2.9146958929e-12 3.7053325136e-17 -1.1656485849e-17
2970 2.9126133153e-12 3.6989487768e-17 -1.1013430747e-17
2971 2.9104407445e-12 3.6925777258e-17 -1.0326330048e-17
2972 2.9081807463e-12 3.6862196519e-17 -9.6000717963e-18
2973 2.9058358942e-12 3.6798748473e-17 -8.8395573685e-18
2974 2.9034087687e-12 3.6735436046e-17 -8.0497014888e-18
2975 2.9009019575e-12 3.6672262175e-17 -7.2354322382e-18
2976 2.8983180557e-12 3.6609229799e-17 -6.4016910665e-18
2977 2.8956596658e-12 3.6546341869e-17 -5.5534328032e-18
2978 2.8929293974e-12 3.6483601341e-17 -4.6956256691e-18
2979 2.8901298676e-12 3.6421011176e-17 -3.8332512870e-18
2980 2.8872637005e-12 3.6358574346e-17 -2.9713046936e-18
2981 2.8843335278e-12 3.6296293828e-17 -2.1147943506e-18
2982 2.8813419883e-12 3.6234172605e-17 -1.2687421556e-18
2983 2.8782917284e-12 3.6172213669e-17 -4.3818345367e-19
2984 2.8751854016e-12 3.6110420018e-17 3.7183295133e-19
2985 2.8720256687e-12 3.6048794659e-17 1.1562447857e-18
2986 2.8688151981e-12 3.5987340603e-17 1.9099762944e-18
2987 2.8655566653e-12 3.5926060871e-17 2.6279382302e-18
2988 2.8622527533e-12 3.5864958488e-17 3.3050278418e-18
2989 2.8589061523e-12 3.5804036490e-17 3.9361288631e-18
2990 2.8555195601e-12 3.5743297917e-17 4.5161115018e-18
2991 2.8520956817e-12 3.5682745818e-17 5.0398324279e-18
2992 2.8486372296e-12 3.5622383248e-17 5.5021347627e-18
2993 2.8451469235e-12 3.5562213269e-17 5.8978480675e-18
2994 2.8416274906e-12 3.5502238951e-17 6.2217883323e-18
2995 2.8380816657e-12 3.5442463372e-17 6.4687579644e-18
2996 2.8345112966e-12 3.5382888376e-17 6.6350286934e-18
2997 2.8309146584e-12 3.5323510860e-17 6.7227982266e-18
2998 2.8272891262e-12 3.5264326469e-17 6.7357553586e-18
2999 2.8236320684e-12 3.5205330836e-17 6.6775990422e-18
3000 2.8199408464e-12 3.5146519582e-17 6.5520383973e-18
3001 2.8162128146e-12 3.5087888316e-17 6.3627927194e-18
3002 2.8124453205e-12 3.5029432631e-17 6.1135914880e-18
3003 2.8086357048e-12 3.4971148112e-17 5.8081743754e-18
3004 2.8047813011e-12 3.4913030327e-17 5.4502912552e-18
3005 2.8008794361e-12 3.4855074833e-17 5.0437022106e-18
3006 2.7969274296e-12 3.4797277176e-17 4.5921775434e-18
3007 2.7929225943e-12 3.4739632886e-17 4.0994977820e-18
3008 2.7888622360e-12 3.4682137483e-17 3.5694536906e-18
3009 2.7847436536e-12 3.4624786471e-17 3.0058462770e-18
3010 2.7805641389e-12 3.4567575345e-17 2.4124868021e-18
3011 2.7763209769e-12 3.4510499585e-17 1.7931967875e-18
3012 2.7720114454e-12 3.4453554659e-17 1.1518080246e-18
3013 2.7676328152e-12 3.4396736020e-17 4.9216258314e-19
3014 2.7631823504e-12 3.4340039112e-17 -1.8188718042e-19
3015 2.7586573077e-12 3.4283459363e-17 -8.6647861424e-19
3016 2.7540549371e-12 3.4226992189e-17 -1.5577387626e-18
3017 2.7493724813e-12 3.4170632993e-17 -2.2517843573e-18
3018 2.7446071763e-12 3.4114377167e-17 -2.9447218092e-18
3019 2.7397562507e-12 3.4058220087e-17 -3.6326471993e-18
3020 2.7348169265e-12 3.4002157119e-17 -4.3116462709e-18
3021 2.7297864182e-12 3.3946183613e-17 -4.9777944202e-18
3022 2.7246619335e-12 3.3890294909e-17 -5.6271566885e-18
3023 2.7194406731e-12 3.3834486333e-17 -6.2557877530e-18
3024 2.7141198304e-12 3.3778753198e-17 -6.8597319188e-18
3025 2.7086965921e-12 3.3723090803e-17 -7.4350231098e-18
3026 2.7031681375e-12 3.3667494435e-17 -7.9776848608e-18
3027 2.6975316390e-12 3.3611959369e-17 -8.4837303084e-18
3028 2.6917842617e-12 3.3556480866e-17 -8.9491621824e-18
3029 2.6859231640e-12 3.3501054173e-17 -9.3699727978e-18
3030 2.6799454968e-12 3.3445674526e-17 -9.7421440457e-18
3031 2.6738484041e-12 3.3390337146e-17 -1.0061647385e-17
3032 2.6676290228e-12 3.3335037243e-17 -1.0324443834e-17
3033 2.6612844828e-12 3.3279770012e-17 -1.0526483962e-17
3034 2.6548119065e-12 3.3224530636e-17 -1.0663707878e-17
3035 2.6482084096e-12 3.3169314286e-17 -1.0732045229e-17
3036 2.6414722930e-12 3.3114117492e-17 -1.0728522442e-17
3037 2.6346066270e-12 3.3058942276e-17 -1.0654590336e-17
3038 2.6276156849e-12 3.3003792045e-17 -1.0512812553e-17
3039 2.6205037515e-12 3.2948670211e-17 -1.0305759758e-17
3040 2.6132751234e-12 3.2893580194e-17 -1.0036009648e-17
3041 2.6059341088e-12 3.2838525427e-17 -9.7061469588e-18
3042 2.5984850280e-12 3.2783509347e-17 -9.3187634670e-18
3043 2.5909322128e-12 3.2728535403e-17 -8.8764579997e-18
3044 2.5832800069e-12 3.2673607050e-17 -8.3818364386e-18
3045 2.5755327656e-12 3.2618727754e-17 -7.8375117258e-18
3046 2.5676948563e-12 3.2563900989e-17 -7.2461038702e-18
3047 2.5597706579e-12 3.2509130237e-17 -6.6102399529e-18
3048 2.5517645615e-12 3.2454418989e-17 -5.9325541335e-18
3049 2.5436809696e-12 3.2399770745e-17 -5.2156876555e-18
3050 2.5355242968e-12 3.2345189014e-17 -4.4622888525e-18
3051 2.5272989695e-12 3.2290677312e-17 -3.6750131537e-18
3052 2.5190094259e-12 3.2236239166e-17 -2.8565230903e-18
3053 2.5106601162e-12 3.2181878112e-17 -2.0094883009e-18
3054 2.5022555024e-12 3.2127597691e-17 -1.1365855372e-18
3055 2.4938000583e-12 3.2073401457e-17 -2.4049867064e-19
3056 2.4852982697e-12 3.2019292970e-17 6.7608130262e-19
3057 2.4767546343e-12 3.1965275802e-17 1.6104562553e-18
3058 2.4681736617e-12 3.1911353529e-17 2.5599209234e-18
3059 2.4595598735e-12 3.1857529739e-17 3.5217629003e-18
3060 2.4509178030e-12 3.1803808029e-17 4.4932626306e-18
3061 2.4422519957e-12 3.1750192004e-17 5.4716934049e-18
3062 2.4335670090e-12 3.1696685277e-17 6.4543213532e-18
3063 2.4248674122e-12 3.1643291471e-17 7.4384054399e-18
3064 2.4161577866e-12 3.1590014218e-17 8.4211974570e-18
3065 2.4074427255e-12 3.1536857157e-17 9.3999420189e-18
3066 2.3987268343e-12 3.1483823938e-17 1.0371876556e-17
3067 2.3900147301e-12 3.1430918219e-17 1.1334231311e-17
3068 2.3813110423e-12 3.1378143666e-17 1.2284229328e-17
3069 2.3726204122e-12 3.1325503955e-17 1.3219086453e-17
3070 2.3639474932e-12 3.1273002770e-17 1.4136011322e-17
3071 2.3552969508e-12 3.1220643805e-17 1.5032205362e-17
3072 2.3466734623e-12 3.1168430763e-17 1.5904862777e-17
3073 2.3380817173e-12 3.1116367353e-17 1.6751170550e-17
3074 2.3295264174e-12 3.1064457297e-17 1.7568308430e-17
3075 2.3210122763e-12 3.1012704323e-17 1.8353448933e-17
3076 2.3125430802e-12 3.0961110872e-17 1.9104312167e-17
3077 2.3041188643e-12 3.0909674203e-17 1.9820833220e-17
3078 2.2957387228e-12 3.0858390265e-17 2.0503502705e-17
3079 2.2874017475e-12 3.0807255001e-17 2.1152812640e-17
3080 2.2791070274e-12 3.0756264339e-17 2.1769256453e-17
3081 2.2708536493e-12 3.0705414196e-17 2.2353328984e-17
3082 2.2626406971e-12 3.0654700478e-17 2.2905526483e-17
3083 2.2544672522e-12 3.0604119081e-17 2.3426346613e-17
3084 2.2463323936e-12 3.0553665887e-17 2.3916288453e-17
3085 2.2382351977e-12 3.0503336769e-17 2.4375852494e-17
3086 2.2301747381e-12 3.0453127588e-17 2.4805540646e-17
3087 2.2221500861e-12 3.0403034193e-17 2.5205856236e-17
3088 2.2141603102e-12 3.0353052421e-17 2.5577304008e-17
3089 2.2062044766e-12 3.0303178099e-17 2.5920390129e-17
3090 2.1982816485e-12 3.0253407043e-17 2.6235622184e-17
3091 2.1903908871e-12 3.0203735055e-17 2.6523509183e-17
3092 2.1825312504e-12 3.0154157927e-17 2.6784561557e-17
3093 2.1747017942e-12 3.0104671441e-17 2.7019291163e-17
3094 2.1669015717e-12 3.0055271365e-17 2.7228211284e-17
3095 2.1591296333e-12 3.0005953458e-17 2.7411836630e-17
3096 2.1513850270e-12 2.9956713465e-17 2.7570683338e-17
3097 2.1436667981e-12 2.9907547120e-17 2.7705268975e-17
3098 2.1359739893e-12 2.9858450148e-17 2.7816112540e-17
3099 2.1283056409e-12 2.9809418260e-17 2.7903734462e-17
3100 2.1206607903e-12 2.9760447156e-17 2.7968656602e-17
3101 2.1130384725e-12 2.9711532524e-17 2.8011402259e-17
3102 2.1054377198e-12 2.9662670042e-17 2.8032496162e-17
3103 2.0978575619e-12 2.9613855376e-17 2.8032464481e-17
3104 2.0902970259e-12 2.9565084178e-17 2.8011834820e-17
3105 2.0827551364e-12 2.9516352091e-17 2.7971136226e-17
3106 2.0752309153e-12 2.9467654747e-17 2.7910899181e-17
3107 2.0677233817e-12 2.9418987764e-17 2.7831655613e-17
3108 2.0602315525e-12 2.9370346750e-17 2.7733938888e-17
3109 2.0527544415e-12 2.9321727301e-17 2.7618283819e-17
3110 2.0452910602e-12 2.9273125001e-17 2.7485226662e-17
3111 2.0378404175e-12 2.9224535423e-17 2.7335305118e-17
3112 2.0304015194e-12 2.9175954128e-17 2.7169058338e-17
3113 2.0229733696e-12 2.9127376665e-17 2.6987026918e-17
3114 2.0155549688e-12 2.9078798572e-17 2.6789752905e-17
3115 2.0081453155e-12 2.9030215375e-17 2.6577779797e-17
3116 2.0007440354e-12 2.8981623953e-17 2.6351650485e-17
3117 1.9933532766e-12 2.8933026634e-17 2.6111901064e-17
3118 1.9859758234e-12 2.8884427117e-17 2.5859067000e-17
3119 1.9786144673e-12 2.8835829113e-17 2.5593685178e-17
3120 1.9712720070e-12 2.8787236340e-17 2.5316293912e-17
3121 1.9639512481e-12 2.8738652526e-17 2.5027432937e-17
3122 1.9566550035e-12 2.8690081408e-17 2.4727643419e-17
3123 1.9493860930e-12 2.8641526734e-17 2.4417467952e-17
3124 1.9421473436e-12 2.8592992258e-17 2.4097450556e-17
3125 1.9349415895e-12 2.8544481747e-17 2.3768136685e-17
3126 1.9277716718e-12 2.8495998975e-17 2.3430073223e-17
3127 1.9206404389e-12 2.8447547726e-17 2.3083808487e-17
3128 1.9135507463e-12 2.8399131795e-17 2.2729892229e-17
3129 1.9065054567e-12 2.8350754983e-17 2.2368875633e-17
3130 1.8995074398e-12 2.8302421104e-17 2.2001311324e-17
3131 1.8925595724e-12 2.8254133979e-17 2.1627753360e-17
3132 1.8856647387e-12 2.8205897440e-17 2.1248757240e-17
3133 1.8788258299e-12 2.8157715326e-17 2.0864879902e-17
3134 1.8720457444e-12 2.8109591489e-17 2.0476679726e-17
3135 1.8653273877e-12 2.8061529787e-17 2.0084716532e-17
3136 1.8586736725e-12 2.8013534090e-17 1.9689551584e-17
3137 1.8520875188e-12 2.7965608276e-17 1.9291747591e-17
3138 1.8455718537e-12 2.7917756233e-17 1.8891868707e-17
3139 1.8391296114e-12 2.7869981858e-17 1.8490480533e-17
3140 1.8327637334e-12 2.7822289058e-17 1.8088150118e-17
3141 1.8264771684e-12 2.7774681750e-17 1.7685445958e-17
3142 1.8202728724e-12 2.7727163858e-17 1.7282938002e-17
3143 1.8141538084e-12 2.7679739320e-17 1.6881197648e-17
3144 1.8081229468e-12 2.7632412079e-17 1.6480797748e-17
3145 1.8021832651e-12 2.7585186089e-17 1.6082312606e-17
3146 1.7963377481e-12 2.7538065315e-17 1.5686317982e-17
3147 1.7905893879e-12 2.7491053731e-17 1.5293391091e-17
3148 1.7849411837e-12 2.7444155318e-17 1.4904110607e-17
3149 1.7793961421e-12 2.7397374070e-17 1.4519056659e-17
3150 1.7739572768e-12 2.7350713988e-17 1.4138810837e-17
3151 1.7686276088e-12 2.7304179084e-17 1.3763956193e-17
3152 1.7634101665e-12 2.7257773380e-17 1.3395077238e-17
3153 1.7583079855e-12 2.7211500906e-17 1.3032759948e-17
3154 1.7533241085e-12 2.7165365702e-17 1.2677591761e-17
3155 1.7484615858e-12 2.7119371818e-17 1.2330161581e-17
3156 1.7437225197e-12 2.7073522463e-17 1.1990948621e-17
3157 1.7391051947e-12 2.7027817444e-17 1.1659988369e-17
3158 1.7346069345e-12 2.6982255713e-17 1.1337205071e-17
3159 1.7302250554e-12 2.6936836223e-17 1.1022522752e-17
3160 1.7259568663e-12 2.6891557919e-17 1.0715865214e-17
3161 1.7217996690e-12 2.6846419746e-17 1.0417156036e-17
3162 1.7177507583e-12 2.6801420643e-17 1.0126318572e-17
3163 1.7138074212e-12 2.6756559548e-17 9.8432759560e-18
3164 1.7099669379e-12 2.6711835393e-17 9.5679510949e-18
3165 1.7062265811e-12 2.6667247110e-17 9.3002666734e-18
3166 1.7025836162e-12 2.6622793625e-17 9.0401451517e-18
3167 1.6990353016e-12 2.6578473861e-17 8.7875087660e-18
3168 1.6955788880e-12 2.6534286739e-17 8.5422795279e-18
3169 1.6922116191e-12 2.6490231175e-17 8.3043792245e-18
3170 1.6889307312e-12 2.6446306083e-17 8.0737294182e-18
3171 1.6857334533e-12 2.6402510373e-17 7.8502514463e-18
3172 1.6826170071e-12 2.6358842950e-17 7.6338664210e-18
3173 1.6795786069e-12 2.6315302719e-17 7.4244952292e-18
3174 1.6766154599e-12 2.6271888579e-17 7.2220585322e-18
3175 1.6737247657e-12 2.6228599427e-17 7.0264767656e-18
3176 1.6709037167e-12 2.6185434155e-17 6.8376701393e-18
3177 1.6681494979e-12 2.6142391653e-17 6.6555586368e-18
3178 1.6654592871e-12 2.6099470808e-17 6.4800620157e-18
3179 1.6628302546e-12 2.6056670503e-17 6.3110998069e-18
3180 1.6602595633e-12 2.6013989615e-17 6.1485913148e-18
3181 1.6577443689e-12 2.5971427023e-17 5.9924556169e-18
3182 1.6552818196e-12 2.5928981598e-17 5.8426115639e-18
3183 1.6528690564e-12 2.5886652209e-17 5.6989777790e-18
3184 1.6505032126e-12 2.5844437723e-17 5.5614726583e-18
3185 1.6481814143e-12 2.5802337001e-17 5.4300143703e-18
3186 1.6459007804e-12 2.5760348903e-17 5.3045208557e-18
3187 1.6436584220e-12 2.5718472284e-17 5.1849098274e-18
3188 1.6414514431e-12 2.5676705996e-17 5.0710987699e-18
3189 1.6392769402e-12 2.5635048888e-17 4.9630049399e-18
3190 1.6371320023e-12 2.5593499805e-17 4.8605453652e-18
3191 1.6350137111e-12 2.5552057588e-17 4.7636368451e-18
3192 1.6329191407e-12 2.5510721077e-17 4.6721959501e-18
3193 1.6308453580e-12 2.5469489106e-17 4.5861390217e-18
3194 1.6287894224e-12 2.5428360507e-17 4.5053821721e-18
3195 1.6267483856e-12 2.5387334107e-17 4.4298412841e-18
3196 1.6247199524e-12 2.5346408737e-17 4.3594300067e-18
3197 1.6227044641e-12 2.5305583254e-17 4.2940537325e-18
3198 1.6207029242e-12 2.5264856515e-17 4.2336155921e-18
3199 1.6187163382e-12 2.5224227374e-17 4.1780184560e-18
3200 1.6167457144e-12 2.5183694684e-17 4.1271649341e-18
3201 1.6147920635e-12 2.5143257294e-17 4.0809573757e-18
3202 1.6128563986e-12 2.5102914046e-17 4.0392978692e-18
3203 1.6109397353e-12 2.5062663784e-17 4.0020882419e-18
3204 1.6090430915e-12 2.5022505345e-17 3.9692300598e-18
3205 1.6071674879e-12 2.4982437564e-17 3.9406246274e-18
3206 1.6053139474e-12 2.4942459273e-17 3.9161729873e-18
3207 1.6034834955e-12 2.4902569299e-17 3.8957759204e-18
3208 1.6016771601e-12 2.4862766466e-17 3.8793339455e-18
3209 1.5998959716e-12 2.4823049597e-17 3.8667473187e-18
3210 1.5981409629e-12 2.4783417509e-17 3.8579160340e-18
3211 1.5964131693e-12 2.4743869017e-17 3.8527398223e-18
3212 1.5947136288e-12 2.4704402931e-17 3.8511181517e-18
3213 1.5930433816e-12 2.4665018059e-17 3.8529502271e-18
3214 1.5914034705e-12 2.4625713206e-17 3.8581349899e-18
3215 1.5897949409e-12 2.4586487171e-17 3.8665711179e-18
3216 1.5882188405e-12 2.4547338754e-17 3.8781570254e-18
3217 1.5866762196e-12 2.4508266747e-17 3.8927908624e-18
3218 1.5851681310e-12 2.4469269942e-17 3.9103705146e-18
3219 1.5836956299e-12 2.4430347125e-17 3.9307936036e-18
3220 1.5822597742e-12 2.4391497081e-17 3.9539574861e-18
3221 1.5808616240e-12 2.4352718590e-17 3.9797592541e-18
3222 1.5795022422e-12 2.4314010428e-17 4.0080957345e-18
3223 1.5781826939e-12 2.4275371369e-17 4.0388634889e-18
3224 1.5769040470e-12 2.4236800184e-17 4.0719588134e-18
3225 1.5756673718e-12 2.4198295640e-17 4.1072777386e-18
3226 1.5744737409e-12 2.4159856498e-17 4.1447160291e-18
3227 1.5733242298e-12 2.4121481520e-17 4.1841691833e-18
3228 1.5722199162e-12 2.4083169461e-17 4.2255324336e-18
3229 1.5711618803e-12 2.4044919074e-17 4.2687007455e-18
3230 1.5701512052e-12 2.4006729110e-17 4.3135688181e-18
3231 1.5691889760e-12 2.3968598314e-17 4.3600310834e-18
3232 1.5682762807e-12 2.3930525428e-17 4.4079817064e-18
