# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
2394 1.1132997881e-11 1.0370236885e-16 1.5254353552e-17
2395 1.1110146961e-11 1.0350001774e-16 1.4352635303e-17
2396 1.1086799247e-11 1.0329842926e-16 1.3547420583e-17
2397 1.1062959649e-11 1.0309760045e-16 1.2837235454e-17
2398 1.1038634578e-11 1.0289752172e-16 1.2219111249e-17
2399 1.1013830470e-11 1.0269818347e-16 1.1690068795e-17
2400 1.0988553784e-11 1.0249957602e-16 1.1247118405e-17
2401 1.0962811003e-11 1.0230168969e-16 1.0887259863e-17
2402 1.0936608637e-11 1.0210451475e-16 1.0607482417e-17
2403 1.0909953217e-11 1.0190804141e-16 1.0404764763e-17
2404 1.0882851300e-11 1.0171225988e-16 1.0276075040e-17
2405 1.0855309469e-11 1.0151716030e-16 1.0218370813e-17
2406 1.0827334328e-11 1.0132273278e-16 1.0228599065e-17
2407 1.0798932508e-11 1.0112896739e-16 1.0303696184e-17
2408 1.0770110664e-11 1.0093585417e-16 1.0440587955e-17
2409 1.0740875475e-11 1.0074338311e-16 1.0636189545e-17
2410 1.0711233644e-11 1.0055154417e-16 1.0887405494e-17
2411 1.0681191902e-11 1.0036032727e-16 1.1191129705e-17
2412 1.0650757000e-11 1.0016972228e-16 1.1544245429e-17
2413 1.0619935716e-11 9.9979719036e-17 1.1943625258e-17
2414 1.0588734853e-11 9.9790307347e-17 1.2386131111e-17
2415 1.0557161237e-11 9.9601476968e-17 1.2868614224e-17
2416 1.0525221721e-11 9.9413217621e-17 1.3387915138e-17
2417 1.0492923181e-11 9.9225518987e-17 1.3940863691e-17
2418 1.0460272518e-11 9.9038370710e-17 1.4524279001e-17
2419 1.0427276658e-11 9.8851762392e-17 1.5134969461e-17
2420 1.0393942552e-11 9.8665683597e-17 1.5769732724e-17
2421 1.0360277176e-11 9.8480123849e-17 1.6425355692e-17
2422 1.0326287530e-11 9.8295072633e-17 1.7098614507e-17
2423 1.0291980640e-11 9.8110519395e-17 1.7786274538e-17
2424 1.0257363556e-11 9.7926453539e-17 1.8485090372e-17
2425 1.0222443354e-11 9.7742864433e-17 1.9191805798e-17
2426 1.0187227133e-11 9.7559741402e-17 1.9903153801e-17
2427 1.0151722020e-11 9.7377073733e-17 2.0615856551e-17
2428 1.0115935164e-11 9.7194850674e-17 2.1326625386e-17
2429 1.0079873741e-11 9.7013061431e-17 2.2032160808e-17
2430 1.0043544952e-11 9.6831695172e-17 2.2729152465e-17
2431 1.0006956021e-11 9.6650741025e-17 2.3414279147e-17
2432 9.9701142004e-12 9.6470188076e-17 2.4084208768e-17
2433 9.9330267650e-12 9.6290025375e-17 2.4735598361e-17
2434 9.8957010162e-12 9.6110241928e-17 2.5365094062e-17
2435 9.8581442803e-12 9.5930826703e-17 2.5969331100e-17
2436 9.8203648794e-12 9.5751769816e-17 2.6545706402e-17
2437 9.7823750503e-12 9.5573066105e-17 2.7094701499e-17
2438 9.7441880434e-12 9.5394711578e-17 2.7617573557e-17
2439 9.7058171534e-12 9.5216702226e-17 2.8115584037e-17
2440 9.6672757198e-12 9.5039034022e-17 2.8589998700e-17
2441 9.6285771263e-12 9.4861702924e-17 2.9042087611e-17
2442 9.5897348014e-12 9.4684704873e-17 2.9473125142e-17
2443 9.5507622184e-12 9.4508035791e-17 2.9884389979e-17
2444 9.5116728950e-12 9.4331691587e-17 3.0277165125e-17
2445 9.4724803938e-12 9.4155668150e-17 3.0652737905e-17
2446 9.4331983222e-12 9.3979961352e-17 3.1012399967e-17
2447 9.3938403324e-12 9.3804567051e-17 3.1357447295e-17
2448 9.3544201215e-12 9.3629481086e-17 3.1689180203e-17
2449 9.3149514316e-12 9.3454699278e-17 3.2008903347e-17
2450 9.2754480496e-12 9.3280217433e-17 3.2317925727e-17
2451 9.2359238076e-12 9.3106031340e-17 3.2617560690e-17
2452 9.1963925827e-12 9.2932136769e-17 3.2909125938e-17
2453 9.1568682970e-12 9.2758529476e-17 3.3193943528e-17
2454 9.1173649179e-12 9.2585205197e-17 3.3473339880e-17
2455 9.0778964580e-12 9.2412159653e-17 3.3748645780e-17
2456 9.0384769751e-12 9.2239388547e-17 3.4021196386e-17
2457 8.9991205723e-12 9.2066887564e-17 3.4292331229e-17
2458 8.9598413980e-12 9.1894652375e-17 3.4563394220e-17
2459 8.9206536462e-12 9.1722678631e-17 3.4835733656e-17
2460 8.8815715560e-12 9.1550961967e-17 3.5110702221e-17
2461 8.8426094123e-12 9.1379497999e-17 3.5389656992e-17
2462 8.8037815452e-12 9.1208282329e-17 3.5673959444e-17
2463 8.7651023307e-12 9.1037310540e-17 3.5964975453e-17
2464 8.7265861902e-12 9.0866578197e-17 3.6264075303e-17
2465 8.6882475908e-12 9.0696080849e-17 3.6572633687e-17
2466 8.6501010455e-12 9.0525814029e-17 3.6892029715e-17
2467 8.6121611126e-12 9.0355773249e-17 3.7223646916e-17
2468 8.5744423968e-12 9.0185954006e-17 3.7568873243e-17
2469 8.5369595481e-12 9.0016351781e-17 3.7929101078e-17
2470 8.4997272628e-12 8.9846962036e-17 3.8305727237e-17
2471 8.4627602829e-12 8.9677780215e-17 3.8700152971e-17
2472 8.4260733964e-12 8.9508801745e-17 3.9113783977e-17
2473 8.3896814374e-12 8.9340022038e-17 3.9548030395e-17
2474 8.3535992862e-12 8.9171436485e-17 4.0004306817e-17
2475 8.3178418689e-12 8.9003040461e-17 4.0484032293e-17
2476 8.2824214262e-12 8.8834831216e-17 4.0988160330e-17
2477 8.2473393005e-12 8.8666813550e-17 4.1515765870e-17
2478 8.2125940999e-12 8.8498994172e-17 4.2065449968e-17
2479 8.1781844259e-12 8.8331379810e-17 4.2635809029e-17
2480 8.1441088732e-12 8.8163977210e-17 4.3225434802e-17
2481 8.1103660298e-12 8.7996793138e-17 4.3832914373e-17
2482 8.0769544770e-12 8.7829834379e-17 4.4456830167e-17
2483 8.0438727892e-12 8.7663107739e-17 4.5095759936e-17
2484 8.0111195342e-12 8.7496620039e-17 4.5748276758e-17
2485 7.9786932729e-12 8.7330378124e-17 4.6412949031e-17
2486 7.9465925594e-12 8.7164388856e-17 4.7088340472e-17
2487 7.9148159412e-12 8.6998659116e-17 4.7773010104e-17
2488 7.8833619588e-12 8.6833195806e-17 4.8465512261e-17
2489 7.8522291460e-12 8.6668005846e-17 4.9164396576e-17
2490 7.8214160297e-12 8.6503096174e-17 4.9868207980e-17
2491 7.7909211301e-12 8.6338473752e-17 5.0575486695e-17
2492 7.7607429606e-12 8.6174145557e-17 5.1284768232e-17
2493 7.7308800275e-12 8.6010118587e-17 5.1994583384e-17
2494 7.7013308306e-12 8.5846399860e-17 5.2703458221e-17
2495 7.6720938626e-12 8.5682996412e-17 5.3409914088e-17
2496 7.6431676095e-12 8.5519915301e-17 5.4112467598e-17
2497 7.6145505504e-12 8.5357163602e-17 5.4809630626e-17
2498 7.5862411574e-12 8.5194748410e-17 5.5499910308e-17
2499 7.5582378958e-12 8.5032676841e-17 5.6181809034e-17
2500 7.5305392242e-12 8.4870956030e-17 5.6853824444e-17
2501 7.5031435940e-12 8.4709593130e-17 5.7514449420e-17
2502 7.4760494499e-12 8.4548595316e-17 5.8162172088e-17
2503 7.4492552296e-12 8.4387969780e-17 5.8795475806e-17
2504 7.4227593639e-12 8.4227723736e-17 5.9412839166e-17
2505 7.3965602767e-12 8.4067864417e-17 6.0012735982e-17
2506 7.3706563849e-12 8.3908399076e-17 6.0593635292e-17
2507 7.3450460987e-12 8.3749334983e-17 6.1154001349e-17
2508 7.3197278209e-12 8.3590679432e-17 6.1692293619e-17
2509 7.2946999478e-12 8.3432439734e-17 6.2206966774e-17
2510 7.2699608685e-12 8.3274623219e-17 6.2696470688e-17
2511 7.2455089652e-12 8.3117237240e-17 6.3159250433e-17
2512 7.2213426130e-12 8.2960289167e-17 6.3593746273e-17
2513 7.1974601802e-12 8.2803786391e-17 6.3998393661e-17
2514 7.1738600280e-12 8.2647736322e-17 6.4371623233e-17
2515 7.1505405106e-12 8.2492146391e-17 6.4711860803e-17
2516 7.1275009931e-12 8.2337022320e-17 6.5017961690e-17
2517 7.1047449117e-12 8.2182362930e-17 6.5290516470e-17
2518 7.0822767312e-12 8.2028165304e-17 6.5530552813e-17
2519 7.0601009287e-12 8.1874426510e-17 6.5739101847e-17
2520 7.0382219941e-12 8.1721143604e-17 6.5917198161e-17
2521 7.0166444293e-12 8.1568313631e-17 6.6065879807e-17
2522 6.9953727490e-12 8.1415933620e-17 6.6186188305e-17
2523 6.9744114801e-12 8.1264000587e-17 6.6279168648e-17
2524 6.9537651621e-12 8.1112511538e-17 6.6345869300e-17
2525 6.9334383471e-12 8.0961463461e-17 6.6387342208e-17
2526 6.9134355994e-12 8.0810853335e-17 6.6404642797e-17
2527 6.8937614960e-12 8.0660678123e-17 6.6398829978e-17
2528 6.8744206265e-12 8.0510934777e-17 6.6370966151e-17
2529 6.8554175929e-12 8.0361620234e-17 6.6322117210e-17
2530 6.8367570098e-12 8.0212731418e-17 6.6253352541e-17
2531 6.8184435042e-12 8.0064265241e-17 6.6165745032e-17
2532 6.8004817160e-12 7.9916218601e-17 6.6060371073e-17
2533 6.7828762973e-12 7.9768588382e-17 6.5938310560e-17
2534 6.7656319130e-12 7.9621371455e-17 6.5800646898e-17
2535 6.7487532406e-12 7.9474564679e-17 6.5648467005e-17
2536 6.7322449702e-12 7.9328164898e-17 6.5482861319e-17
2537 6.7161118046e-12 7.9182168943e-17 6.5304923793e-17
2538 6.7003584589e-12 7.9036573632e-17 6.5115751908e-17
2539 6.6849896614e-12 7.8891375770e-17 6.4916446669e-17
2540 6.6700101525e-12 7.8746572148e-17 6.4708112613e-17
2541 6.6554246857e-12 7.8602159544e-17 6.4491857813e-17
2542 6.6412380269e-12 7.8458134721e-17 6.4268793876e-17
2543 6.6274549549e-12 7.8314494432e-17 6.4040035952e-17
2544 6.6140802611e-12 7.8171235412e-17 6.3806702736e-17
2545 6.6011187496e-12 7.8028354387e-17 6.3569916469e-17
2546 6.5885752374e-12 7.7885848066e-17 6.3330802948e-17
2547 6.5764545539e-12 7.7743713147e-17 6.3090491520e-17
2548 6.5647615417e-12 7.7601946313e-17 6.2850115093e-17
2549 6.5535010557e-12 7.7460544234e-17 6.2610810138e-17
2550 6.5426779640e-12 7.7319503567e-17 6.2373716689e-17
2551 6.5322971473e-12 7.7178820954e-17 6.2139978352e-17
2552 6.5223634990e-12 7.7038493024e-17 6.1910742304e-17
2553 6.5128819254e-12 7.6898516394e-17 6.1687159297e-17
2554 6.5038573458e-12 7.6758887665e-17 6.1470383665e-17
2555 6.4952946920e-12 7.6619603426e-17 6.1261573324e-17
2556 6.4871964133e-12 7.6480659915e-17 6.1061555608e-17
2557 6.4795549735e-12 7.6342052010e-17 6.0869822685e-17
2558 6.4723603105e-12 7.6203774232e-17 6.0685530394e-17
2559 6.4656023282e-12 7.6065821084e-17 6.0507831884e-17
2560 6.4592708966e-12 7.5928187046e-17 6.0335877620e-17
2561 6.4533558515e-12 7.5790866581e-17 6.0168815369e-17
2562 6.4478469943e-12 7.5653854129e-17 6.0005790206e-17
2563 6.4427340926e-12 7.5517144112e-17 5.9845944509e-17
2564 6.4380068795e-12 7.5380730932e-17 5.9688417954e-17
2565 6.4336550540e-12 7.5244608970e-17 5.9532347515e-17
2566 6.4296682808e-12 7.5108772586e-17 5.9376867461e-17
2567 6.4260361902e-12 7.4973216123e-17 5.9221109352e-17
2568 6.4227483782e-12 7.4837933900e-17 5.9064202038e-17
2569 6.4197944064e-12 7.4702920218e-17 5.8905271655e-17
2570 6.4171638020e-12 7.4568169357e-17 5.8743441624e-17
2571 6.4148460576e-12 7.4433675578e-17 5.8577832645e-17
2572 6.4128306316e-12 7.4299433120e-17 5.8407562700e-17
2573 6.4111069477e-12 7.4165436203e-17 5.8231747044e-17
2574 6.4096643949e-12 7.4031679027e-17 5.8049498208e-17
2575 6.4084923279e-12 7.3898155769e-17 5.7859925991e-17
2576 6.4075800665e-12 7.3764860589e-17 5.7662137462e-17
2577 6.4069168961e-12 7.3631787625e-17 5.7455236956e-17
2578 6.4064920672e-12 7.3498930994e-17 5.7238326069e-17
2579 6.4062947956e-12 7.3366284795e-17 5.7010503659e-17
2580 6.4063142624e-12 7.3233843103e-17 5.6770865839e-17
2581 6.4065396140e-12 7.3101599976e-17 5.6518505980e-17
2582 6.4069599616e-12 7.2969549450e-17 5.6252514704e-17
2583 6.4075643820e-12 7.2837685540e-17 5.5971979882e-17
2584 6.4083419168e-12 7.2706002241e-17 5.5675986633e-17
2585 6.4092815728e-12 7.2574493529e-17 5.5363617319e-17
2586 6.4103723216e-12 7.2443153356e-17 5.5033951545e-17
2587 6.4116031001e-12 7.2311975656e-17 5.4686066155e-17
2588 6.4129628101e-12 7.2180954343e-17 5.4319035229e-17
2589 6.4144403182e-12 7.2050083307e-17 5.3931930081e-17
2590 6.4160244559e-12 7.1919356422e-17 5.3523819256e-17
2591 6.4177040197e-12 7.1788767537e-17 5.3093768527e-17
2592 6.4194677708e-12 7.1658310484e-17 5.2640840894e-17
2593 6.4213044353e-12 7.1527979071e-17 5.2164096580e-17
2594 6.4232027040e-12 7.1397767088e-17 5.1662593027e-17
2595 6.4251512323e-12 7.1267668302e-17 5.1135384898e-17
2596 6.4271398792e-12 7.1137679124e-17 5.0581922973e-17
2597 6.4291634298e-12 7.1007806611e-17 5.0003253320e-17
2598 6.4312178938e-12 7.0878060507e-17 4.9400824886e-17
2599 6.4332992683e-12 7.0748450586e-17 4.8776091213e-17
2600 6.4354035379e-12 7.0618986648e-17 4.8130510436e-17
2601 6.4375266746e-12 7.0489678523e-17 4.7465545296e-17
2602 6.4396646380e-12 7.0360536071e-17 4.6782663139e-17
2603 6.4418133751e-12 7.0231569177e-17 4.6083335922e-17
2604 6.4439688204e-12 7.0102787759e-17 4.5369040216e-17
2605 6.4461268959e-12 6.9974201759e-17 4.4641257215e-17
2606 6.4482835109e-12 6.9845821151e-17 4.3901472735e-17
2607 6.4504345623e-12 6.9717655937e-17 4.3151177220e-17
2608 6.4525759342e-12 6.9589716148e-17 4.2391865750e-17
2609 6.4547034983e-12 6.9462011841e-17 4.1625038039e-17
2610 6.4568131136e-12 6.9334553106e-17 4.0852198447e-17
2611 6.4589006264e-12 6.9207350059e-17 4.0074855978e-17
2612 6.4609618705e-12 6.9080412846e-17 3.9294524288e-17
2613 6.4629926670e-12 6.8953751640e-17 3.8512721687e-17
2614 6.4649888242e-12 6.8827376646e-17 3.7730971148e-17
2615 6.4669461380e-12 6.8701298096e-17 3.6950800305e-17
2616 6.4688603914e-12 6.8575526250e-17 3.6173741464e-17
2617 6.4707273548e-12 6.8450071400e-17 3.5401331602e-17
2618 6.4725427859e-12 6.8324943863e-17 3.4635112375e-17
2619 6.4743024295e-12 6.8200153988e-17 3.3876630120e-17
2620 6.4760020180e-12 6.8075712153e-17 3.3127435863e-17
2621 6.4776372707e-12 6.7951628764e-17 3.2389085319e-17
2622 6.4792038944e-12 6.7827914255e-17 3.1663138899e-17
2623 6.4806975830e-12 6.7704579092e-17 3.0951161715e-17
2624 6.4821140176e-12 6.7581633768e-17 3.0254723583e-17
2625 6.4834488666e-12 6.7459088805e-17 2.9575399029e-17
2626 6.4846977856e-12 6.7336954757e-17 2.8914767290e-17
2627 6.4858564173e-12 6.7215242204e-17 2.8274412323e-17
2628 6.4869203916e-12 6.7093961756e-17 2.7655922808e-17
2629 6.4878853256e-12 6.6973124054e-17 2.7060892149e-17
2630 6.4887468234e-12 6.6852739766e-17 2.6490918484e-17
2631 6.4895004765e-12 6.6732819592e-17 2.5947604686e-17
2632 6.4901418632e-12 6.6613374258e-17 2.5432558368e-17
2633 6.4906665492e-12 6.6494414522e-17 2.4947391888e-17
2634 6.4910700871e-12 6.6375951171e-17 2.4493722352e-17
2635 6.4913480167e-12 6.6257995020e-17 2.4073171621e-17
2636 6.4914961983e-12 6.6140552601e-17 2.3686981184e-17
2637 6.4915118154e-12 6.6023613194e-17 2.3334854440e-17
2638 6.4913923774e-12 6.5907161721e-17 2.3016107994e-17
2639 6.4911353870e-12 6.5791183056e-17 2.2730056198e-17
2640 6.4907383401e-12 6.5675662022e-17 2.2476011154e-17
2641 6.4901987253e-12 6.5560583395e-17 2.2253282707e-17
2642 6.4895140248e-12 6.5445931902e-17 2.2061178445e-17
2643 6.4886817136e-12 6.5331692218e-17 2.1899003697e-17
2644 6.4876992599e-12 6.5217848971e-17 2.1766061529e-17
2645 6.4865641248e-12 6.5104386739e-17 2.1661652745e-17
2646 6.4852737627e-12 6.4991290050e-17 2.1585075880e-17
2647 6.4838256210e-12 6.4878543383e-17 2.1535627203e-17
2648 6.4822171400e-12 6.4766131169e-17 2.1512600712e-17
2649 6.4804457533e-12 6.4654037785e-17 2.1515288132e-17
2650 6.4785088874e-12 6.4542247564e-17 2.1542978912e-17
2651 6.4764039619e-12 6.4430744785e-17 2.1594960227e-17
2652 6.4741283894e-12 6.4319513679e-17 2.1670516969e-17
2653 6.4716795756e-12 6.4208538427e-17 2.1768931751e-17
2654 6.4690549190e-12 6.4097803161e-17 2.1889484901e-17
2655 6.4662518115e-12 6.3987291961e-17 2.2031454462e-17
2656 6.4632676377e-12 6.3876988860e-17 2.2194116190e-17
2657 6.4600997752e-12 6.3766877838e-17 2.2376743547e-17
2658 6.4567455949e-12 6.3656942827e-17 2.2578607707e-17
2659 6.4532024604e-12 6.3547167709e-17 2.2798977547e-17
2660 6.4494677283e-12 6.3437536315e-17 2.3037119647e-17
2661 6.4455387483e-12 6.3328032425e-17 2.3292298290e-17
2662 6.4414128631e-12 6.3218639772e-17 2.3563775455e-17
2663 6.4370874083e-12 6.3109342035e-17 2.3850810819e-17
2664 6.4325597123e-12 6.3000122844e-17 2.4152661755e-17
2665 6.4278270968e-12 6.2890965781e-17 2.4468583326e-17
2666 6.4228868762e-12 6.2781854374e-17 2.4797828286e-17
2667 6.4177363578e-12 6.2672772103e-17 2.5139647077e-17
2668 6.4123728420e-12 6.2563702397e-17 2.5493287825e-17
2669 6.4067936220e-12 6.2454628633e-17 2.5857996343e-17
2670 6.4009959842e-12 6.2345534139e-17 2.6233016123e-17
2671 6.3949772074e-12 6.2236402193e-17 2.6617588335e-17
2672 6.3887345639e-12 6.2127216019e-17 2.7010951828e-17
2673 6.3822653184e-12 6.2017958795e-17 2.7412343126e-17
2674 6.3755667288e-12 6.1908613644e-17 2.7820996423e-17
2675 6.3686360458e-12 6.1799163641e-17 2.8236143586e-17
2676 6.3614707485e-12 6.1689596740e-17 2.8656891121e-17
2677 6.3540692526e-12 6.1579920598e-17 2.9081850349e-17
2678 6.3464302058e-12 6.1470147835e-17 2.9509505204e-17
2679 6.3385522533e-12 6.1360291107e-17 2.9938335070e-17
2680 6.3304340370e-12 6.1250363107e-17 3.0366814781e-17
2681 6.3220741962e-12 6.1140376568e-17 3.0793414612e-17
2682 6.3134713672e-12 6.1030344259e-17 3.1216600281e-17
2683 6.3046241832e-12 6.0920278987e-17 3.1634832935e-17
2684 6.2955312747e-12 6.0810193597e-17 3.2046569158e-17
2685 6.2861912692e-12 6.0700100971e-17 3.2450260956e-17
2686 6.2766027913e-12 6.0590014030e-17 3.2844355760e-17
2687 6.2667644627e-12 6.0479945731e-17 3.3227296416e-17
2688 6.2566749022e-12 6.0369909072e-17 3.3597521186e-17
2689 6.2463327255e-12 6.0259917085e-17 3.3953463742e-17
2690 6.2357365455e-12 6.0149982843e-17 3.4293553158e-17
2691 6.2248849723e-12 6.0040119455e-17 3.4616213913e-17
2692 6.2137766127e-12 5.9930340069e-17 3.4919865879e-17
2693 6.2024100710e-12 5.9820657872e-17 3.5202924322e-17
2694 6.1907839482e-12 5.9711086087e-17 3.5463799898e-17
2695 6.1788968426e-12 5.9601637975e-17 3.5700898644e-17
2696 6.1667473494e-12 5.9492326839e-17 3.5912621977e-17
2697 6.1543340609e-12 5.9383166015e-17 3.6097366692e-17
2698 6.1416555666e-12 5.9274168880e-17 3.6253524953e-17
2699 6.1287104527e-12 5.9165348850e-17 3.6379484291e-17
2700 6.1154973029e-12 5.9056719377e-17 3.6473627601e-17
2701 6.1020146975e-12 5.8948293953e-17 3.6534333135e-17
2702 6.0882612141e-12 5.8840086107e-17 3.6559974499e-17
2703 6.0742354274e-12 5.8732109409e-17 3.6548920651e-17
2704 6.0599359089e-12 5.8624377463e-17 3.6499535894e-17
2705 6.0453612273e-12 5.8516903917e-17 3.6410179870e-17
2706 6.0305099483e-12 5.8409702452e-17 3.6279207560e-17
2707 6.0153806346e-12 5.8302786792e-17 3.6104969280e-17
2708 5.9999718459e-12 5.8196170697e-17 3.5885810672e-17
2709 5.9842821391e-12 5.8089867965e-17 3.5620072702e-17
2710 5.9683100679e-12 5.7983892436e-17 3.5306091658e-17
2711 5.9520541832e-12 5.7878257986e-17 3.4942199144e-17
2712 5.9355130327e-12 5.7772978530e-17 3.4526722074e-17
2713 5.9186851614e-12 5.7668068021e-17 3.4057982671e-17
2714 5.9015691111e-12 5.7563540453e-17 3.3534298460e-17
2715 5.8841634206e-12 5.7459409858e-17 3.2953982266e-17
2716 5.8664682517e-12 5.7355686988e-17 3.2316195323e-17
2717 5.8484902755e-12 5.7252369344e-17 3.1623511647e-17
2718 5.8302378126e-12 5.7149451094e-17 3.0879367480e-17
2719 5.8117192090e-12 5.7046926388e-17 3.0087209444e-17
2720 5.7929428368e-12 5.6944789355e-17 2.9250494549e-17
2721 5.7739170937e-12 5.6843034103e-17 2.8372690201e-17
2722 5.7546504034e-12 5.6741654723e-17 2.7457274217e-17
2723 5.7351512154e-12 5.6640645283e-17 2.6507734827e-17
2724 5.7154280050e-12 5.6539999833e-17 2.5527570691e-17
2725 5.6954892736e-12 5.6439712403e-17 2.4520290903e-17
2726 5.6753435484e-12 5.6339777004e-17 2.3489415005e-17
2727 5.6549993826e-12 5.6240187624e-17 2.2438472992e-17
2728 5.6344653555e-12 5.6140938234e-17 2.1371005325e-17
2729 5.6137500721e-12 5.6042022785e-17 2.0290562941e-17
2730 5.5928621638e-12 5.5943435206e-17 1.9200707261e-17
2731 5.5718102878e-12 5.5845169407e-17 1.8105010198e-17
2732 5.5506031276e-12 5.5747219279e-17 1.7007054172e-17
2733 5.5292493926e-12 5.5649578691e-17 1.5910432113e-17
2734 5.5077578185e-12 5.5552241494e-17 1.4818747475e-17
2735 5.4861371670e-12 5.5455201518e-17 1.3735614246e-17
2736 5.4643962262e-12 5.5358452572e-17 1.2664656954e-17
2737 5.4425438101e-12 5.5261988447e-17 1.1609510679e-17
2738 5.4205887591e-12 5.5165802912e-17 1.0573821065e-17
2739 5.3985399400e-12 5.5069889716e-17 9.5612443230e-18
2740 5.3764062456e-12 5.4974242589e-17 8.5754472475e-18
2741 5.3541965951e-12 5.4878855240e-17 7.6201072221e-18
2742 5.3319199341e-12 5.4783721359e-17 6.6989122304e-18
2743 5.3095852345e-12 5.4688834613e-17 5.8155608655e-18
2744 5.2872014946e-12 5.4594188651e-17 4.9737623397e-18
2745 5.2647777389e-12 5.4499777103e-17 4.1772364940e-18
2746 5.2423230187e-12 5.4405593574e-17 3.4297138077e-18
2747 5.2198464114e-12 5.4311631654e-17 2.7349354079e-18
2748 5.1973570211e-12 5.4217884910e-17 2.0966530797e-18
2749 5.1748639781e-12 5.4124346888e-17 1.5186292752e-18
2750 5.1523764396e-12 5.4031011116e-17 1.0046371231e-18
2751 5.1299035891e-12 5.3937871099e-17 5.5846043904e-19
2752 5.1074546367e-12 5.3844920324e-17 1.8389373440e-19
2753 5.0850388190e-12 5.3752152256e-17 -1.1525777360e-19
2754 5.0626653995e-12 5.3659560340e-17 -3.3517815243e-19
2755 5.0403436680e-12 5.3567138000e-17 -4.7204074458e-19
2756 5.0180812067e-12 5.3474879438e-17 -5.2329040070e-19
2757 4.9958786762e-12 5.3382782019e-17 -4.9149764211e-19
2758 4.9737350017e-12 5.3290843897e-17 -3.8052495935e-19
2759 4.9516491047e-12 5.3199063223e-17 -1.9424644011e-19
2760 4.9296199034e-12 5.3107438135e-17 6.3452220163e-20
2761 4.9076463123e-12 5.3015966770e-17 3.8867370764e-19
2762 4.8857272426e-12 5.2924647256e-17 7.7750907944e-19
2763 4.8638616017e-12 5.2833477713e-17 1.2260377531e-18
2764 4.8420482936e-12 5.2742456257e-17 1.7303274957e-18
2765 4.8202862189e-12 5.2651580995e-17 2.2864344138e-18
2766 4.7985742744e-12 5.2560850029e-17 2.8904029419e-18
2767 4.7769113535e-12 5.2470261453e-17 3.5382658328e-18
2768 4.7552963461e-12 5.2379813356e-17 4.2260441463e-18
2769 4.7337281385e-12 5.2289503819e-17 4.9497472388e-18
2770 4.7122056134e-12 5.2199330915e-17 5.7053727527e-18
2771 4.6907276500e-12 5.2109292713e-17 6.4889066057e-18
2772 4.6692931240e-12 5.2019387275e-17 7.2963229803e-18
2773 4.6479009074e-12 5.1929612653e-17 8.1235843129e-18
2774 4.6265498688e-12 5.1839966896e-17 8.9666412835e-18
2775 4.6052388730e-12 5.1750448044e-17 9.8214328049e-18
2776 4.5839667815e-12 5.1661054132e-17 1.0683886012e-17
2777 4.5627324521e-12 5.1571783186e-17 1.1549916251e-17
2778 4.5415347389e-12 5.1482633228e-17 1.2415427071e-17
